trans_id,account_id,date,type,amount,balance
142,1,1997-05-27,withdrawal,1170,12572
143,1,1998-03-17,withdrawal,810,15360
144,1,1998-08-03,withdrawal,270,18581
146,1,1998-11-14,withdrawal,510,16634
147,1,1998-04-04,withdrawal,1050,14358
148,1,1998-04-28,withdrawal,180,15405
149,1,1998-06-24,withdrawal,450,17507
150,1,1998-01-17,withdrawal,600,14753
159,1,1995-08-31,withdrawal,15,21487
160,1,1995-09-30,withdrawal,15,22091
161,1,1995-10-31,withdrawal,15,20494
162,1,1995-11-30,withdrawal,15,19022
163,1,1995-12-31,withdrawal,15,18173
164,1,1996-01-31,withdrawal,15,13580
165,1,1996-02-29,withdrawal,15,14952
166,1,1996-03-31,withdrawal,15,16430
167,1,1996-04-30,withdrawal,15,15710
168,1,1996-05-31,withdrawal,15,14425
169,1,1996-06-30,withdrawal,15,16743
170,1,1996-07-31,withdrawal,15,18039
171,1,1996-08-31,withdrawal,15,19177
172,1,1996-09-30,withdrawal,15,18768
173,1,1996-10-31,withdrawal,15,16784
174,1,1996-11-30,withdrawal,15,15268
175,1,1996-12-31,withdrawal,15,12660
176,1,1997-01-31,withdrawal,15,12818
177,1,1997-02-28,withdrawal,15,14588
178,1,1997-03-31,withdrawal,15,11253
179,1,1997-04-30,withdrawal,15,12515
180,1,1997-05-31,withdrawal,15,12611
181,1,1997-06-30,withdrawal,15,13879
182,1,1997-07-31,withdrawal,15,16655
183,1,1997-08-31,withdrawal,15,15865
184,1,1997-09-30,withdrawal,15,16752
185,1,1997-10-31,withdrawal,15,18037
186,1,1997-11-30,withdrawal,15,18222
187,1,1997-12-31,withdrawal,15,14796
188,1,1998-01-31,withdrawal,15,13174
189,1,1998-02-28,withdrawal,15,14943
190,1,1998-03-31,withdrawal,15,15408
191,1,1998-04-30,withdrawal,15,15450
192,1,1998-05-31,withdrawal,15,16730
193,1,1998-06-30,withdrawal,15,17563
194,1,1998-07-31,withdrawal,15,18851
195,1,1998-08-31,withdrawal,15,19871
196,1,1998-09-30,withdrawal,15,14642
197,1,1998-10-31,withdrawal,15,15917
198,1,1998-11-30,withdrawal,15,16687
199,1,1995-04-23,credit,12600,17279
200,1,1995-05-23,credit,2100,23077
201,1,1995-06-22,withdrawal,200,26635
202,1,1995-07-22,withdrawal,5300,25115
203,1,1995-08-21,withdrawal,7500,21403
204,1,1995-09-20,withdrawal,700,22014
205,1,1995-10-20,withdrawal,2900,20418
206,1,1995-11-19,withdrawal,1900,19821
207,1,1995-12-19,withdrawal,1600,18649
208,1,1996-01-18,withdrawal,2900,14970
209,1,1996-02-17,credit,100,14907
210,1,1996-03-18,credit,200,16379
211,1,1996-04-17,withdrawal,2000,15657
212,1,1996-05-17,withdrawal,1900,14377
213,1,1996-06-16,credit,1400,17052
214,1,1996-07-16,credit,1000,18970
215,1,1996-08-15,credit,2400,20526
216,1,1996-09-14,withdrawal,1700,18704
217,1,1996-10-14,withdrawal,3000,16725
218,1,1996-11-13,withdrawal,2800,15211
219,1,1996-12-13,withdrawal,3700,12795
220,1,1997-01-12,credit,1200,11408
221,1,1997-02-11,credit,1700,12066
222,1,1997-03-13,withdrawal,4600,11215
223,1,1997-07-11,credit,1500,12927
224,1,1997-08-10,withdrawal,1200,13003
225,1,1997-11-08,withdrawal,1100,14485
226,1,1997-12-08,withdrawal,4700,11070
227,1,1998-01-07,withdrawal,100,11674
228,1,1998-02-06,credit,500,11222
229,1,1998-09-04,withdrawal,6500,13371
230,1,1998-12-03,withdrawal,4500,12187
276,2,1993-02-26,credit,1100,1100
279,2,1993-03-12,credit,20236,21336
280,2,1993-04-12,credit,20236,45286
281,2,1993-05-12,credit,20236,54631
282,2,1993-06-12,credit,30354,67530
283,2,1993-07-12,credit,20236,62326
284,2,1993-08-12,credit,20236,49139
285,2,1993-09-12,credit,20236,39962
286,2,1993-10-12,credit,20236,30744
287,2,1993-11-12,credit,20236,40800
288,2,1993-12-12,credit,30354,47213
289,2,1994-01-12,credit,20236,40811
290,2,1994-02-12,credit,20236,33009
291,2,1994-03-12,credit,20236,39200
292,2,1994-04-12,credit,20236,44012
293,2,1994-05-12,credit,20236,46144
294,2,1994-06-12,credit,30354,43381
295,2,1994-07-12,credit,20236,38690
296,2,1994-08-12,credit,20236,43894
297,2,1994-09-12,credit,20236,45820
298,2,1994-10-12,credit,20236,38700
299,2,1994-11-12,credit,20236,45013
300,2,1994-12-12,credit,30354,51152
301,2,1995-01-12,credit,20236,45884
302,2,1995-02-12,credit,20236,33385
303,2,1995-03-12,credit,20236,41078
304,2,1995-04-12,credit,20236,46595
305,2,1995-05-12,credit,20236,38898
306,2,1995-06-12,credit,30354,46121
307,2,1995-07-12,credit,20236,49575
308,2,1995-08-12,credit,20236,50919
309,2,1995-09-12,credit,20236,34252
310,2,1995-10-12,credit,20236,42344
311,2,1995-11-12,credit,20236,39813
312,2,1995-12-12,credit,30354,58147
313,2,1996-01-12,credit,20236,36992
314,2,1996-02-12,credit,20236,41548
315,2,1996-03-12,credit,20236,51138
316,2,1996-04-12,credit,20236,47980
317,2,1996-05-12,credit,20236,42558
318,2,1996-06-12,credit,30354,51880
319,2,1996-07-12,credit,20236,59600
320,2,1996-08-12,credit,20236,47812
321,2,1996-09-12,credit,20236,52135
322,2,1996-10-12,credit,20236,48910
323,2,1996-11-12,credit,20236,53537
324,2,1996-12-12,credit,30354,61002
325,2,1997-01-12,credit,20236,47061
326,2,1997-02-12,credit,20236,45273
327,2,1997-03-12,credit,20236,50579
328,2,1997-04-12,credit,20236,56383
329,2,1997-05-12,credit,20236,62840
330,2,1997-06-12,credit,30354,69302
331,2,1997-07-12,credit,20236,50616
332,2,1997-08-12,credit,20236,52043
333,2,1997-09-12,credit,20236,51916
334,2,1997-10-12,credit,20236,55262
335,2,1997-11-12,credit,20236,51615
336,2,1997-12-12,credit,30354,62183
337,2,1998-01-12,credit,20236,45346
338,2,1998-02-12,credit,20236,40752
339,2,1998-03-12,credit,20236,49746
340,2,1998-04-12,credit,20236,43827
341,2,1998-05-12,credit,20236,43128
342,2,1998-06-12,credit,30354,59856
343,2,1998-07-12,credit,20236,59512
344,2,1998-08-12,credit,20236,60184
345,2,1998-09-12,credit,20236,55836
346,2,1998-10-12,credit,20236,53786
347,2,1998-11-12,credit,20236,54535
348,2,1998-12-12,credit,30354,54171
355,2,1993-07-11,withdrawal,3200,42090
356,2,1993-08-07,withdrawal,2900,28903
357,2,1993-09-14,withdrawal,3600,36362
358,2,1993-10-03,withdrawal,4000,17774
359,2,1993-11-21,withdrawal,3800,37000
360,2,1993-12-08,withdrawal,3500,21059
361,2,1994-01-12,withdrawal,3373,35338
362,2,1994-02-12,withdrawal,3373,29636
363,2,1994-03-12,withdrawal,3373,35827
364,2,1994-04-12,withdrawal,3373,40639
365,2,1994-05-12,withdrawal,3373,42772
366,2,1994-06-12,withdrawal,3373,40009
367,2,1994-07-12,withdrawal,3373,35317
368,2,1994-08-12,withdrawal,3373,40522
369,2,1994-09-12,withdrawal,3373,42447
370,2,1994-10-12,withdrawal,3373,35328
371,2,1994-11-12,withdrawal,3373,41641
372,2,1994-12-12,withdrawal,3373,47780
373,2,1995-01-12,withdrawal,3373,36211
374,2,1995-02-12,withdrawal,3373,30012
375,2,1995-03-12,withdrawal,3373,37705
376,2,1995-04-12,withdrawal,3373,43222
377,2,1995-05-12,withdrawal,3373,35526
378,2,1995-06-12,withdrawal,3373,42749
379,2,1995-07-12,withdrawal,3373,46202
380,2,1995-08-12,withdrawal,3373,47547
381,2,1995-09-12,withdrawal,3373,30879
382,2,1995-10-12,withdrawal,3373,38972
383,2,1995-11-12,withdrawal,3373,36440
384,2,1995-12-12,withdrawal,3373,54774
385,2,1996-01-22,withdrawal,4700,22692
386,2,1996-02-16,withdrawal,3500,38048
387,2,1996-03-28,withdrawal,2200,38538
388,2,1996-04-26,withdrawal,2500,22735
389,2,1996-05-17,withdrawal,3100,32558
390,2,1996-06-03,withdrawal,2900,21292
391,2,1996-07-18,withdrawal,3000,56600
392,2,1996-08-13,withdrawal,3200,44612
393,2,1996-09-11,withdrawal,2800,31899
394,2,1996-10-22,withdrawal,3500,45410
395,2,1996-11-08,withdrawal,3100,33301
396,2,1996-12-04,withdrawal,3600,45914
397,2,1997-01-24,withdrawal,2100,29661
398,2,1997-02-13,withdrawal,2000,43273
399,2,1997-02-27,withdrawal,4400,38873
400,2,1997-04-15,withdrawal,3100,53283
401,2,1997-05-15,withdrawal,3100,59740
402,2,1997-06-01,withdrawal,3400,53814
403,2,1997-07-18,withdrawal,2600,48016
404,2,1997-08-14,withdrawal,3300,48743
405,2,1997-09-09,withdrawal,3900,31680
406,2,1997-10-14,withdrawal,3800,51462
407,2,1997-11-11,withdrawal,3100,31379
408,2,1997-12-21,withdrawal,2800,53683
409,2,1998-01-06,withdrawal,3200,33210
410,2,1998-02-03,withdrawal,4000,27782
411,2,1998-03-23,withdrawal,2700,28927
412,2,1998-04-21,withdrawal,3400,40427
413,2,1998-05-05,withdrawal,3600,30158
414,2,1998-06-15,withdrawal,3500,56356
415,2,1998-07-06,withdrawal,2000,39276
416,2,1998-08-10,withdrawal,3100,39948
417,2,1998-09-16,withdrawal,4800,51036
418,2,1998-10-08,withdrawal,3200,33550
419,2,1998-11-13,withdrawal,2200,52335
420,2,1998-12-07,withdrawal,3700,23817
428,2,1993-08-05,withdrawal,7266,31803
429,2,1993-09-05,withdrawal,7266,19726
430,2,1993-10-05,withdrawal,7266,10508
431,2,1993-11-05,withdrawal,7266,20564
432,2,1993-12-05,withdrawal,7266,24559
433,2,1994-01-05,withdrawal,7266,20575
434,2,1994-02-05,withdrawal,7266,12773
435,2,1994-03-05,withdrawal,7266,18964
436,2,1994-04-05,withdrawal,7266,23776
437,2,1994-05-05,withdrawal,7266,25908
438,2,1994-06-05,withdrawal,7266,13027
439,2,1994-07-05,withdrawal,7266,18454
440,2,1994-08-05,withdrawal,7266,23658
441,2,1994-09-05,withdrawal,7266,25584
442,2,1994-10-05,withdrawal,7266,18464
443,2,1994-11-05,withdrawal,7266,24777
444,2,1994-12-05,withdrawal,7266,23798
445,2,1995-01-05,withdrawal,7266,25648
446,2,1995-02-05,withdrawal,7266,13149
447,2,1995-03-05,withdrawal,7266,20842
448,2,1995-04-05,withdrawal,7266,26359
449,2,1995-05-05,withdrawal,7266,18662
450,2,1995-06-05,withdrawal,7266,15767
451,2,1995-07-05,withdrawal,7266,29339
452,2,1995-08-05,withdrawal,7266,30683
453,2,1995-09-05,withdrawal,7266,14016
454,2,1995-10-05,withdrawal,7266,22108
455,2,1995-11-05,withdrawal,7266,19577
456,2,1995-12-05,withdrawal,7266,27793
457,2,1996-01-05,withdrawal,7266,16556
458,2,1996-02-05,withdrawal,7266,15512
459,2,1996-03-05,withdrawal,7266,30902
460,2,1996-04-05,withdrawal,7266,31444
461,2,1996-05-05,withdrawal,7266,15622
462,2,1996-06-05,withdrawal,7266,14026
463,2,1996-07-05,withdrawal,7266,44764
464,2,1996-08-05,withdrawal,7266,27876
465,2,1996-09-05,withdrawal,7266,37499
466,2,1996-10-05,withdrawal,7266,25374
467,2,1996-11-05,withdrawal,7266,38301
468,2,1996-12-05,withdrawal,7266,38648
469,2,1997-01-05,withdrawal,7266,32025
470,2,1997-02-05,withdrawal,7266,28637
471,2,1997-03-05,withdrawal,7266,31743
472,2,1997-04-05,withdrawal,7266,37947
473,2,1997-05-05,withdrawal,7266,46204
474,2,1997-06-05,withdrawal,7266,46548
475,2,1997-07-05,withdrawal,7266,30380
476,2,1997-08-05,withdrawal,7266,36307
477,2,1997-09-05,withdrawal,7266,35580
478,2,1997-10-05,withdrawal,7266,35026
479,2,1997-11-05,withdrawal,7266,34479
480,2,1997-12-05,withdrawal,7266,31829
481,2,1998-01-05,withdrawal,7266,36410
482,2,1998-02-05,withdrawal,7266,20516
483,2,1998-03-05,withdrawal,7266,29510
484,2,1998-04-05,withdrawal,7266,23591
485,2,1998-05-05,withdrawal,7266,22892
486,2,1998-06-05,withdrawal,7266,29502
487,2,1998-07-05,withdrawal,7266,41276
488,2,1998-08-05,withdrawal,7266,43048
489,2,1998-09-05,withdrawal,7266,35600
490,2,1998-10-05,withdrawal,7266,36750
491,2,1998-11-05,withdrawal,7266,38799
492,2,1998-12-05,withdrawal,7266,27517
493,2,1993-08-22,VYBER,21286,27853
495,2,1993-12-21,VYBER,13396,30817
497,2,1993-07-19,VYBER,13145,49181
503,2,1994-09-20,VYBER,12041,25606
508,2,1995-10-17,VYBER,9336,26736
509,2,1995-04-20,VYBER,6011,33611
510,2,1995-06-29,VYBER,3672,36477
512,2,1995-04-26,VYBER,2696,30915
513,2,1995-04-30,VYBER,5119,25943
514,2,1995-08-17,VYBER,19480,21167
517,2,1996-04-26,VYBER,22745,25235
519,2,1996-09-17,VYBER,19641,32494
521,2,1996-07-19,VYBER,7935,48665
522,2,1996-07-25,VYBER,13709,34956
523,2,1996-05-31,VYBER,8477,24206
526,2,1997-05-18,VYBER,2736,57004
527,2,1997-08-27,VYBER,5166,43577
528,2,1997-03-14,VYBER,5524,45055
529,2,1998-08-13,VYBER,4198,55986
532,2,1998-03-19,VYBER,18119,31627
533,2,1998-11-19,VYBER,3010,47225
538,2,1997-06-14,withdrawal,42000,27302
542,2,1995-01-22,withdrawal,5100,23311
543,2,1996-01-02,withdrawal,9900,29522
545,2,1998-01-20,withdrawal,11700,30346
546,2,1993-12-10,withdrawal,4200,16859
547,2,1994-12-07,withdrawal,3000,20798
548,2,1995-12-19,withdrawal,4500,39274
549,2,1996-12-21,withdrawal,3300,53202
550,2,1997-12-19,withdrawal,5700,56483
551,2,1998-12-02,withdrawal,1800,34783
560,2,1994-01-18,withdrawal,2400,32938
561,2,1994-01-19,withdrawal,6000,26938
562,2,1994-01-26,withdrawal,6600,19938
563,2,1994-01-12,withdrawal,2100,38711
565,2,1995-01-12,withdrawal,6300,39584
566,2,1995-01-13,withdrawal,7500,28711
569,2,1995-01-30,withdrawal,3000,20311
574,2,1996-01-12,withdrawal,7800,29192
575,2,1996-01-16,withdrawal,1800,27392
576,2,1997-01-12,withdrawal,1800,45261
577,2,1997-01-09,withdrawal,4800,26825
578,2,1997-01-01,withdrawal,8700,39291
580,2,1997-01-01,withdrawal,5400,47991
583,2,1998-01-10,withdrawal,4200,25110
584,2,1998-01-08,withdrawal,3900,29310
586,2,1998-01-18,withdrawal,3300,42046
590,2,1993-12-19,withdrawal,3000,44213
592,2,1993-09-26,withdrawal,10200,21662
595,2,1994-12-27,withdrawal,5700,32780
596,2,1994-06-21,withdrawal,6900,33109
598,2,1994-07-04,withdrawal,3600,25720
599,2,1994-05-25,withdrawal,8400,20172
600,2,1994-08-22,withdrawal,2400,32722
601,2,1994-11-17,withdrawal,8700,32941
602,2,1994-05-19,withdrawal,9300,33472
603,2,1995-02-23,withdrawal,2700,28012
607,2,1995-05-27,withdrawal,10500,22926
608,2,1996-11-15,withdrawal,4200,49337
610,2,1996-01-03,withdrawal,5700,23822
611,2,1996-12-13,withdrawal,4500,56502
612,2,1996-05-12,withdrawal,6900,35658
614,2,1997-01-12,withdrawal,13500,31761
616,2,1997-08-08,withdrawal,4500,31807
618,2,1997-02-06,withdrawal,3600,25037
619,2,1998-12-15,withdrawal,8700,45471
620,2,1998-11-21,withdrawal,6000,41225
621,2,1998-11-06,withdrawal,4500,34299
622,2,1998-12-17,withdrawal,3000,42471
623,2,1998-08-16,withdrawal,10200,45786
624,2,1998-11-16,withdrawal,2100,50235
632,2,1993-07-31,withdrawal,15,39069
633,2,1993-08-31,withdrawal,15,26992
634,2,1993-09-30,withdrawal,15,21774
635,2,1993-10-31,withdrawal,15,27830
636,2,1993-11-30,withdrawal,15,31825
637,2,1993-12-31,withdrawal,15,27841
638,2,1994-01-31,withdrawal,15,20039
639,2,1994-02-28,withdrawal,15,26230
640,2,1994-03-31,withdrawal,15,31042
641,2,1994-04-30,withdrawal,15,33174
642,2,1994-05-31,withdrawal,15,20293
643,2,1994-06-30,withdrawal,15,29320
644,2,1994-07-31,withdrawal,15,30924
645,2,1994-08-31,withdrawal,15,32850
646,2,1994-09-30,withdrawal,15,25730
647,2,1994-10-31,withdrawal,15,32043
648,2,1994-11-30,withdrawal,15,31064
649,2,1994-12-31,withdrawal,15,32914
650,2,1995-01-31,withdrawal,15,20415
651,2,1995-02-28,withdrawal,15,28108
652,2,1995-03-31,withdrawal,15,33625
653,2,1995-04-30,withdrawal,15,25928
654,2,1995-05-31,withdrawal,15,23033
655,2,1995-06-30,withdrawal,15,36605
656,2,1995-07-31,withdrawal,15,37949
657,2,1995-08-31,withdrawal,15,21282
658,2,1995-09-30,withdrawal,15,29374
659,2,1995-10-31,withdrawal,15,26843
660,2,1995-11-30,withdrawal,15,35059
661,2,1995-12-31,withdrawal,15,39422
662,2,1996-01-31,withdrawal,15,22778
663,2,1996-02-29,withdrawal,15,38168
664,2,1996-03-31,withdrawal,15,38710
665,2,1996-04-30,withdrawal,15,22888
666,2,1996-05-31,withdrawal,15,24192
667,2,1996-06-30,withdrawal,15,52030
668,2,1996-07-31,withdrawal,15,35142
669,2,1996-08-31,withdrawal,15,44765
670,2,1996-09-30,withdrawal,15,32640
671,2,1996-10-31,withdrawal,15,45567
672,2,1996-11-30,withdrawal,15,49514
673,2,1996-12-31,withdrawal,15,53391
674,2,1997-01-31,withdrawal,15,29803
675,2,1997-02-28,withdrawal,15,39009
676,2,1997-03-31,withdrawal,15,45213
677,2,1997-04-30,withdrawal,15,53470
678,2,1997-05-31,withdrawal,15,57214
679,2,1997-06-30,withdrawal,15,27446
680,2,1997-07-31,withdrawal,15,48173
681,2,1997-08-31,withdrawal,15,43746
682,2,1997-09-30,withdrawal,15,52092
683,2,1997-10-31,withdrawal,15,51645
684,2,1997-11-30,withdrawal,15,51795
685,2,1997-12-31,withdrawal,15,53876
686,2,1998-01-31,withdrawal,15,31782
687,2,1998-02-28,withdrawal,15,40876
688,2,1998-03-31,withdrawal,15,29057
689,2,1998-04-30,withdrawal,15,40558
690,2,1998-05-31,withdrawal,15,36768
691,2,1998-06-30,withdrawal,15,48542
692,2,1998-07-31,withdrawal,15,50314
693,2,1998-08-31,withdrawal,15,42866
694,2,1998-09-30,withdrawal,15,44016
695,2,1998-10-31,withdrawal,15,46065
696,2,1998-11-30,withdrawal,15,36583
697,2,1993-03-28,credit,3700,25036
698,2,1993-04-27,withdrawal,11000,34286
699,2,1993-05-27,withdrawal,17600,37031
700,2,1993-06-26,withdrawal,22400,45130
701,2,1993-07-26,withdrawal,10300,38881
702,2,1993-08-25,withdrawal,1000,26853
703,2,1993-09-24,withdrawal,4500,31862
704,2,1993-10-24,withdrawal,3000,27744
705,2,1993-11-23,withdrawal,5300,31700
706,2,1993-12-23,withdrawal,3100,27717
707,2,1994-01-22,withdrawal,400,26538
708,2,1994-02-21,withdrawal,3500,26136
709,2,1994-03-23,withdrawal,4900,30927
710,2,1994-04-22,withdrawal,7600,33039
711,2,1994-05-22,withdrawal,4900,28572
712,2,1994-06-21,withdrawal,3900,29209
713,2,1994-07-21,withdrawal,4500,30817
714,2,1994-08-20,withdrawal,5400,35122
715,2,1994-09-19,withdrawal,4800,37647
716,2,1994-10-19,withdrawal,3400,31928
717,2,1994-11-18,withdrawal,2000,30941
718,2,1994-12-18,withdrawal,9300,38480
719,2,1995-01-17,withdrawal,300,28411
720,2,1995-02-16,credit,700,30712
721,2,1995-03-18,withdrawal,4200,33505
722,2,1995-04-17,withdrawal,3600,39622
723,2,1995-05-17,withdrawal,2100,33426
724,2,1995-06-16,withdrawal,2600,40149
725,2,1995-07-16,withdrawal,8400,37802
726,2,1995-08-15,withdrawal,6900,40647
727,2,1995-09-14,withdrawal,1600,29279
728,2,1995-10-14,withdrawal,2900,36072
729,2,1995-11-13,withdrawal,1500,34940
730,2,1995-12-13,withdrawal,11000,43774
731,2,1996-01-12,credit,200,16756
732,2,1996-02-11,credit,5800,21312
733,2,1996-03-12,withdrawal,10400,40738
734,2,1996-04-11,withdrawal,3700,27744
735,2,1996-05-11,credit,6700,22322
736,2,1996-06-10,credit,7500,21526
737,2,1996-07-10,withdrawal,5400,39364
738,2,1996-08-09,withdrawal,300,27576
739,2,1996-09-08,withdrawal,2800,34699
740,2,1996-10-08,credit,3300,28674
741,2,1996-11-07,withdrawal,1900,36401
742,2,1996-12-07,withdrawal,8000,30648
743,2,1997-01-06,withdrawal,400,31625
744,2,1997-02-05,credit,6100,35903
745,2,1997-03-07,withdrawal,1400,30343
746,2,1997-04-06,withdrawal,1800,36147
747,2,1997-05-06,withdrawal,3600,42604
748,2,1997-06-05,withdrawal,7600,38948
749,2,1997-07-05,credit,10200,37646
750,2,1997-08-04,withdrawal,4600,43573
751,2,1997-09-03,withdrawal,900,42846
752,2,1997-10-03,withdrawal,9800,42292
753,2,1997-11-02,withdrawal,9900,41745
754,2,1997-12-02,withdrawal,12700,39095
755,2,1998-01-01,withdrawal,10200,43676
756,2,1998-01-31,credit,1300,31646
757,2,1998-03-02,withdrawal,4100,36776
758,2,1998-04-01,credit,1800,30857
759,2,1998-05-01,withdrawal,6800,33758
760,2,1998-05-31,withdrawal,6500,36782
761,2,1998-06-30,withdrawal,8000,48556
762,2,1998-07-30,withdrawal,9400,50112
763,2,1998-08-29,withdrawal,3100,42686
764,2,1998-09-28,withdrawal,7200,43836
765,2,1998-10-28,withdrawal,7900,45886
766,2,1998-11-27,withdrawal,4800,36425
837,3,1997-07-07,credit,1000,1000
844,3,1997-07-11,credit,7502,8502
845,3,1997-08-11,credit,7502,23828
846,3,1997-09-11,credit,7502,29009
847,3,1997-10-11,credit,7502,29724
848,3,1997-11-11,credit,7502,29949
849,3,1997-12-11,credit,11253,29211
850,3,1998-01-11,credit,7502,20730
851,3,1998-02-11,credit,7502,15096
852,3,1998-03-11,credit,7502,23239
853,3,1998-04-11,credit,7502,26813
854,3,1998-05-11,credit,7502,25481
855,3,1998-06-11,credit,11253,27420
856,3,1998-07-11,credit,7502,31013
857,3,1998-08-11,credit,7502,34122
858,3,1998-09-11,credit,7502,36545
859,3,1998-10-11,credit,7502,41079
860,3,1998-11-11,credit,7502,45232
861,3,1998-12-11,credit,11253,53447
873,3,1997-12-06,withdrawal,1135,21824
874,3,1998-01-06,withdrawal,1135,18414
875,3,1998-02-06,withdrawal,1135,11460
876,3,1998-03-06,withdrawal,1135,19603
877,3,1998-04-06,withdrawal,1135,23177
878,3,1998-05-06,withdrawal,1135,21845
879,3,1998-06-06,withdrawal,1135,20033
880,3,1998-07-06,withdrawal,1135,27377
881,3,1998-08-06,withdrawal,1135,30486
882,3,1998-09-06,withdrawal,1135,32909
883,3,1998-10-06,withdrawal,1135,37443
884,3,1998-11-06,withdrawal,1135,41596
885,3,1998-12-06,withdrawal,1135,46060
897,3,1997-12-07,withdrawal,327,21497
